ItemIdentificationNum,SpriteSet,SpriteNum,Name,Name_pt,Name_es,Description,Description_pt,Description_es,DefaultPrice,Hunger,Strength,Energy (<1 * maxEnergy),Obedience,Enthusiasm,Mood,Calories,Weight,BMGauge,Seconds,Vaccine,Data,Virus,Health,Recovered,Cured,Healed,Removes Fatigue,Removes Depressed,FavFood,FavTime,NewPersonality,FavAttribute,Mistake,AnimationType,Sleep,SleepLapse,Temp,StartingUses,Disposition,AdventureLifeInc,CanIncUses,GiftChance/100,MaxUses,ShopUnlocked,DigimonID,CanUnlock,Glutton,Restless,DispositionChange,GluttonChange,RestlessChange,CanDecUses,ShowInInventory,DefaultStockChance(SpringSummerFallWinter),DefaultMaxStock,DefaultMinStock,DefaultTimeAvailable(HtH;SpringSummerFallWinter),DefaultMustStock,UsesPerItem,DefaultSaleChance(SpringSummerFallWinter),DefaultSaleFactor,DefaultResellFactor,HealLapseChange,CureLapseChange,FatigueLapseChange,EvolProbChange,MaxHoursBeforeSleep,EffectID,Disturb,ListPriority,ChangeToPrefTemp,MissedDay,ForceUse,ForceUseWhenAsleep,FoodID,ItemID,DiminishingReturns,ItemDisinterestChange,RequiresMaxBMGauge,UsableOutside,UsableInTown
39,0,351,White Wings,White Wings,White Wings,Used to evolve into Angemon,Used to evolve into Angemon,Used to evolve into Angemon,3000,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,99,FALSE,101,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
40,0,360,Black Wings,Black Wings,Black Wings,Used to evolve into Devimon,Used to evolve into Devimon,Used to evolve into Devimon,3000,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,99,FALSE,102,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
41,0,369,Metal Armor,Metal Armor,Metal Armor,Used to evolve into MetalMamemon,Used to evolve into MetalMamemon,Used to evolve into MetalMamemon,3000,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,99,FALSE,213,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
42,0,378,Flaming Wings,Flaming Wings,Flaming Wings,Used to evolve into Birdramon,Used to evolve into Birdramon,Used to evolve into Birdramon,3000,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,99,FALSE,97,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
43,0,387,Human Fire Spirit,Human Fire Spirit,Human Fire Spirit,Fire Stage 3 Digimon evolve into Agunimon,Fire Stage 3 Digimon evolve into Agunimon,Fire Stage 3 Digimon evolve into Agunimon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
44,0,396,Human Light Spirit,Human Light Spirit,Human Light Spirit,Light Stage 3 Digimon evolve into Lobomon,Light Stage 3 Digimon evolve into Lobomon,Light Stage 3 Digimon evolve into Lobomon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
45,0,405,Human Ice Spirit,Human Ice Spirit,Human Ice Spirit,Ice Stage 3 Digimon evolve into Chakmon,Ice Stage 3 Digimon evolve into Chakmon,Ice Stage 3 Digimon evolve into Chakmon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
46,0,414,Human Wind Spirit,Human Wind Spirit,Human Wind Spirit,Wind Stage 3 Digimon evolve into Kazemon,Wind Stage 3 Digimon evolve into Kazemon,Wind Stage 3 Digimon evolve into Kazemon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
47,0,423,Human Thndr. Spirit,Human Thndr. Spirit,Human Thndr. Spirit,Thunder Stage 3 Digimon evolve into Blitzmon,Thunder Stage 3 Digimon evolve into Blitzmon,Thunder Stage 3 Digimon evolve into Blitzmon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
48,0,432,Human Earth Spirit,Human Earth Spirit,Human Earth Spirit,Earth Stage 3 Digimon evolve into Grottomon,Earth Stage 3 Digimon evolve into Grottomon,Earth Stage 3 Digimon evolve into Grottomon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
49,0,441,Human Water Spirit,Human Water Spirit,Human Water Spirit,Water Stage 3 Digimon evolve into Ranamon,Water Stage 3 Digimon evolve into Ranamon,Water Stage 3 Digimon evolve into Ranamon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
50,0,450,Human Wood Spirit,Human Wood Spirit,Human Wood Spirit,Wood Stage 3 Digimon evolve into Arbormon,Wood Stage 3 Digimon evolve into Arbormon,Wood Stage 3 Digimon evolve into Arbormon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
51,0,459,Human Metal Spirit,Human Metal Spirit,Human Metal Spirit,Metal Stage 3 Digimon evolve into Mercuremon,Metal Stage 3 Digimon evolve into Mercuremon,Metal Stage 3 Digimon evolve into Mercuremon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
52,0,468,Human Dark Spirit,Human Dark Spirit,Human Dark Spirit,Dark Stage 3 Digimon evolve into Loweemon,Dark Stage 3 Digimon evolve into Loweemon,Dark Stage 3 Digimon evolve into Loweemon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
53,0,477,Beast Fire Spirit,Beast Fire Spirit,Beast Fire Spirit,Agunimon evolves to Vritramon,Agunimon evolves to Vritramon,Agunimon evolves to Vritramon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
54,0,486,Beast Light Spirit,Beast Light Spirit,Beast Light Spirit,Lobomon evolves to Garummon,Lobomon evolves to Garummon,Lobomon evolves to Garummon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
55,0,495,Beast Ice Spirit,Beast Ice Spirit,Beast Ice Spirit,Chakmon evolves to Blizzarmon,Chakmon evolves to Blizzarmon,Chakmon evolves to Blizzarmon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
56,0,504,Beast Wind Spirit,Beast Wind Spirit,Beast Wind Spirit,Kazemon evolves to Zephyrmon,Kazemon evolves to Zephyrmon,Kazemon evolves to Zephyrmon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
57,0,513,Beast Thndr. Spirit,Beast Thndr. Spirit,Beast Thndr. Spirit,Blitzmon evolves to Bolgmon,Blitzmon evolves to Bolgmon,Blitzmon evolves to Bolgmon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
58,0,522,Beast Earth Spirit,Beast Earth Spirit,Beast Earth Spirit,Grottomon evolves to Gigasmon,Grottomon evolves to Gigasmon,Grottomon evolves to Gigasmon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
59,0,531,Beast Water Spirit,Beast Water Spirit,Beast Water Spirit,Ranamon evolves to Calamaramon,Ranamon evolves to Calamaramon,Ranamon evolves to Calamaramon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
60,0,540,Beast Wood Spirit,Beast Wood Spirit,Beast Wood Spirit,Arbormon evolves to Petaldramon,Arbormon evolves to Petaldramon,Arbormon evolves to Petaldramon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
61,0,549,Beast Metal Spirit,Beast Metal Spirit,Beast Metal Spirit,Mercuremon evolves to Sephirothmon,Mercuremon evolves to Sephirothmon,Mercuremon evolves to Sephirothmon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
62,0,558,Beast Dark Spirit,Beast Dark Spirit,Beast Dark Spirit,Loweemon evolves to JagerLoweemon,Loweemon evolves to JagerLoweemon,Loweemon evolves to JagerLoweemon,0,0,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,0,0,0,0,TRUE,0,1,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
63,0,567,Xylophone,Xylophone,Xylophone,+Mood -Stress -Disposition,+Mood -Stress -Disposition,+Mood -Stress -Disposition,500,0,0,0,0,1,50,0,0,0,60,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,InteractXylophone,FALSE,0,0,0,-1,0,TRUE,100,96,TRUE,-1,TRUE,0,0,-1,0,0,TRUE,TRUE,100;100;100;100,8,4,0t23;0t23;0t23;0t23,false,12,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
64,0,576,Blocks,Blocks,Blocks,+Mood -Stress +Disposition,+Mood -Stress +Disposition,+Mood -Stress +Disposition,500,0,0,0,0,1,50,0,0,0,60,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Play,FALSE,0,0,0,1,0,TRUE,100,96,TRUE,-1,TRUE,0,0,1,0,0,TRUE,TRUE,100;100;100;100,8,4,0t23;0t23;0t23;0t23,false,12,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
65,0,585,Video Game,Video Game,Video Game,+Mood -Stress -Activity,+Mood -Stress -Activity,+Mood -Stress -Activity,500,0,0,0,0,3,50,0,0,0,60,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Play,FALSE,0,0,0,0,0,TRUE,100,98,TRUE,-1,TRUE,0,-1,0,0,-1,TRUE,TRUE,100;100;100;100,14,1,0t23;0t23;0t23;0t23,false,7,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
66,0,594,Toy Oven,Toy Oven,Toy Oven,+Mood -Stress +Appetite,+Mood -Stress +Appetite,+Mood -Stress +Appetite,500,0,0,0,0,3,50,0,0,0,60,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,InteractToyOven,FALSE,0,0,0,1,0,TRUE,0,95,TRUE,-1,TRUE,1,0,0,1,0,TRUE,TRUE,100;100;100;100,19,1,0t23;0t23;0t23;0t23,false,5,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,54;55;56,-1,TRUE,1,FALSE,TRUE,TRUE
67,0,603,Cold Shower,Cold Shower,Cold Shower,+Obedience +Stress -Mood +Energy -Appetite -Disposition +Activity,+Obedience +Stress -Mood +Energy -Appetite -Disposition +Activity,+Obedience +Stress -Mood +Energy -Appetite -Disposition +Activity,500,0,0,1,1,-3,-50,-1,0,0,60,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Shower,FALSE,0,0,0,-1,0,TRUE,0,96,TRUE,-1,TRUE,0,1,-1,-1,1,TRUE,TRUE,100;100;100;100,24,1,0t23;0t23;0t23;0t23,false,4,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
68,0,612,Capsule,Capsule,Capsule,A random surprise,A random surprise,A random surprise,100,0,0,0,0,0,25,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Interact,FALSE,0,0,0,1,0,TRUE,10,99,TRUE,-1,TRUE,0,0,1,0,0,TRUE,TRUE,10;10;10;10,1,1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
69,0,621,Capsule,Capsule,Capsule,A random surprise,A random surprise,A random surprise,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Interact,FALSE,0,0,0,1,0,TRUE,10,99,TRUE,-1,TRUE,0,0,0,0,0,TRUE,TRUE,10;10;10;10,1,1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
70,0,630,Capsule,Capsule,Capsule,A random surprise,A random surprise,A random surprise,100,0,0,0,0,0,25,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Interact,FALSE,0,0,0,1,0,TRUE,10,99,TRUE,-1,TRUE,1,0,0,1,0,TRUE,TRUE,10;10;10;10,1,1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
71,0,639,Capsule,Capsule,Capsule,A random surprise,A random surprise,A random surprise,100,0,0,0,0,0,25,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,AngrySurprise,FALSE,0,0,0,1,0,TRUE,10,99,TRUE,-1,TRUE,0,0,0,-1,0,TRUE,TRUE,10;10;10;10,1,1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
72,0,648,Capsule,Capsule,Capsule,A random surprise,A random surprise,A random surprise,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Interact,FALSE,0,0,0,1,0,TRUE,10,99,TRUE,-1,TRUE,0,0,0,0,0,TRUE,TRUE,10;10;10;10,1,1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
73,0,657,Capsule,Capsule,Capsule,A random surprise,A random surprise,A random surprise,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Interact,FALSE,0,0,0,1,0,TRUE,10,99,TRUE,-1,TRUE,0,0,0,0,0,TRUE,TRUE,10;10;10;10,1,1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
74,0,666,Capsule,Capsule,Capsule,A random surprise,A random surprise,A random surprise,100,0,0,0,0,0,25,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Interact,FALSE,0,0,0,1,0,TRUE,10,99,TRUE,-1,TRUE,0,0,0,0,1,TRUE,TRUE,10;10;10;10,1,1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
75,0,675,Capsule,Capsule,Capsule,A random surprise,A random surprise,A random surprise,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Interact,FALSE,0,0,0,1,0,TRUE,10,99,TRUE,-1,TRUE,0,0,0,0,-1,TRUE,TRUE,10;10;10;10,1,1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
76,0,684,Capsule,Capsule,Capsule,A random surprise,A random surprise,A random surprise,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Interact,FALSE,0,0,0,1,0,TRUE,10,99,TRUE,-1,TRUE,0,0,0,0,0,TRUE,TRUE,10;10;10;10,1,1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
77,0,693,Capsule,Capsule,Capsule,A random surprise,A random surprise,A random surprise,100,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,AngrySurprise,FALSE,0,0,0,1,0,TRUE,10,99,TRUE,-1,TRUE,0,0,-1,0,0,TRUE,TRUE,10;10;10;10,1,1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
78,0,702,Grow Capsule,Grow Capsule,Grow Capsule,Little sponge grow capsules,Little sponge grow capsules,Little sponge grow capsules,500,0,0,0,0,0,100,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,Study,FALSE,0,0,0,1,0,TRUE,10,99,TRUE,-1,TRUE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,1,1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,10,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,TRUE,1,FALSE,TRUE,TRUE
79,0,711,X-Antibody,X-Antibody,X-Antibody,Resists X-Program. Temporary Protoform. May induce evolution.,Resists X-Program. Temporary Protoform. May induce evolution.,Resists X-Program. Temporary Protoform. May induce evolution.,0,-1,-1,-1,0,-10,-10,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,None,None,None,None,0,ItemEvol,FALSE,0,100,0,0,0,TRUE,0,99,FALSE,-1,FALSE,0,0,0,0,0,TRUE,TRUE,100;100;100;100,-1,-1,0t23;0t23;0t23;0t23,false,1,1;1;1;1,2,0,0,0,0,0,-1,-1,TRUE,FALSE,FALSE,0,FALSE,FALSE,-1,-1,FALSE,0,FALSE,TRUE,TRUE
